date,home_team,away_team,home_score,away_score,home_won
2024-01-17,Phoenix Suns,Portland Trail Blazers,114,106,True
2024-01-17,Chicago Bulls,Memphis Grizzlies,105,114,False
2024-01-17,LA Lakers,Sacramento Kings,114,113,True
2024-01-17,Chicago Bulls,Charlotte Hornets,97,114,False
2024-01-17,Brooklyn Nets,Miami Heat,96,102,False
2024-01-17,Indiana Pacers,Miami Heat,121,95,True
2024-01-17,Denver Nuggets,Indiana Pacers,126,122,True
2024-01-18,LA Clippers,Philadelphia 76ers,116,125,False
2024-01-18,Miami Heat,Philadelphia 76ers,110,120,False
2024-01-18,Atlanta Hawks,Portland Trail Blazers,105,112,False
2024-01-18,Detroit Pistons,Oklahoma City Thunder,110,101,True
2024-01-18,Dallas Mavericks,Washington Wizards,128,107,True
2024-01-18,Phoenix Suns,Denver Nuggets,89,128,False
2024-01-18,LA Lakers,Atlanta Hawks,113,104,True
2024-01-18,Denver Nuggets,Chicago Bulls,113,99,True
2024-01-18,New York Knicks,Orlando Magic,113,95,True
2024-01-19,LA Lakers,Boston Celtics,107,128,False
2024-01-19,Golden State Warriors,New York Knicks,125,111,True
2024-01-19,San Antonio Spurs,Sacramento Kings,99,105,False
2024-01-19,Golden State Warriors,San Antonio Spurs,109,107,True
2024-01-19,New Orleans Pelicans,San Antonio Spurs,101,125,False
2024-01-19,Detroit Pistons,Sacramento Kings,111,107,True
2024-01-19,Portland Trail Blazers,Philadelphia 76ers,101,112,False
2024-01-20,Houston Rockets,Cleveland Cavaliers,99,111,False
2024-01-20,San Antonio Spurs,Boston Celtics,119,93,True
2024-01-20,Toronto Raptors,Phoenix Suns,107,121,False
2024-01-20,Orlando Magic,Dallas Mavericks,97,110,False
2024-01-20,Orlando Magic,Sacramento Kings,120,100,True
2024-01-20,Indiana Pacers,LA Lakers,122,125,False
2024-01-20,Denver Nuggets,Brooklyn Nets,110,109,True
2024-01-20,Dallas Mavericks,San Antonio Spurs,125,119,True
2024-01-20,Denver Nuggets,Utah Jazz,129,124,True
2024-01-20,Portland Trail Blazers,Utah Jazz,102,104,False
2024-01-21,Golden State Warriors,Charlotte Hornets,101,104,False
2024-01-21,LA Clippers,New Orleans Pelicans,122,113,True
2024-01-21,Memphis Grizzlies,Brooklyn Nets,125,109,True
2024-01-21,Utah Jazz,Chicago Bulls,128,120,True
2024-01-21,Dallas Mavericks,New York Knicks,110,105,True
2024-01-21,LA Lakers,LA Clippers,106,105,True
2024-01-21,Detroit Pistons,Atlanta Hawks,108,109,False
2024-01-22,Oklahoma City Thunder,Toronto Raptors,111,103,True
2024-01-22,New York Knicks,Washington Wizards,120,106,True
2024-01-22,Portland Trail Blazers,Boston Celtics,95,111,False
2024-01-22,San Antonio Spurs,Oklahoma City Thunder,101,114,False
2024-01-22,Denver Nuggets,LA Lakers,111,105,True
2024-01-22,Memphis Grizzlies,Orlando Magic,106,112,False
2024-01-22,Chicago Bulls,Utah Jazz,129,108,True
2024-01-22,Utah Jazz,Minnesota Timberwolves,105,119,False
2024-01-23,Golden State Warriors,Dallas Mavericks,108,122,False
2024-01-23,Indiana Pacers,Utah Jazz,101,98,True
2024-01-23,Orlando Magic,Denver Nuggets,114,118,False
2024-01-23,Chicago Bulls,Cleveland Cavaliers,100,128,False
2024-01-23,Orlando Magic,Cleveland Cavaliers,124,119,True
2024-01-23,Sacramento Kings,Indiana Pacers,122,104,True
2024-01-24,Houston Rockets,Toronto Raptors,104,95,True
2024-01-24,Portland Trail Blazers,LA Lakers,96,110,False
2024-01-24,Detroit Pistons,Denver Nuggets,126,134,False
2024-01-24,Oklahoma City Thunder,Washington Wizards,126,107,True
2024-01-24,LA Lakers,Toronto Raptors,112,103,True
2024-01-24,Portland Trail Blazers,Chicago Bulls,108,104,True
2024-01-24,Atlanta Hawks,Milwaukee Bucks,117,118,False
2024-01-24,San Antonio Spurs,Milwaukee Bucks,98,118,False
2024-01-24,Dallas Mavericks,Brooklyn Nets,134,120,True
2024-01-24,New Orleans Pelicans,Utah Jazz,103,106,False
2024-01-24,New Orleans Pelicans,Denver Nuggets,103,116,False
2024-01-24,Phoenix Suns,Dallas Mavericks,97,110,False
2024-01-24,Denver Nuggets,New York Knicks,102,97,True
2024-01-25,Indiana Pacers,Toronto Raptors,105,117,False
2024-01-25,Orlando Magic,Portland Trail Blazers,107,103,True
2024-01-25,San Antonio Spurs,New Orleans Pelicans,110,90,True
2024-01-25,Brooklyn Nets,Atlanta Hawks,119,116,True
2024-01-25,Golden State Warriors,Cleveland Cavaliers,99,108,False
2024-01-25,Washington Wizards,Atlanta Hawks,121,105,True
2024-01-25,Utah Jazz,Milwaukee Bucks,124,128,False
2024-01-25,Philadelphia 76ers,San Antonio Spurs,97,121,False
2024-01-25,Dallas Mavericks,Boston Celtics,121,113,True
2024-01-26,Utah Jazz,LA Clippers,112,105,True
2024-01-26,Boston Celtics,Washington Wizards,114,113,True
2024-01-26,Phoenix Suns,Boston Celtics,119,104,True
2024-01-26,Sacramento Kings,Brooklyn Nets,115,93,True
2024-01-26,Orlando Magic,Minnesota Timberwolves,117,104,True
2024-01-26,Minnesota Timberwolves,LA Clippers,118,114,True
2024-01-26,Atlanta Hawks,Cleveland Cavaliers,97,87,True
2024-01-27,Charlotte Hornets,Toronto Raptors,117,85,True
2024-01-27,Toronto Raptors,Charlotte Hornets,127,122,True
2024-01-27,Brooklyn Nets,Golden State Warriors,119,103,True
2024-01-27,Orlando Magic,Memphis Grizzlies,113,116,False
2024-01-27,Toronto Raptors,Atlanta Hawks,116,114,True
2024-01-27,Toronto Raptors,Detroit Pistons,127,92,True
2024-01-27,Houston Rockets,Chicago Bulls,111,120,False
2024-01-27,Miami Heat,New York Knicks,126,98,True
2024-01-28,Phoenix Suns,Charlotte Hornets,108,94,True
2024-01-28,Orlando Magic,Detroit Pistons,120,111,True
2024-01-28,LA Clippers,Charlotte Hornets,114,100,True
2024-01-28,Washington Wizards,Chicago Bulls,109,101,True
2024-01-28,Chicago Bulls,Washington Wizards,117,101,True
2024-01-28,New York Knicks,Houston Rockets,116,108,True
2024-01-28,Cleveland Cavaliers,Miami Heat,123,112,True
2024-01-28,Utah Jazz,San Antonio Spurs,85,122,False
2024-01-28,LA Clippers,Oklahoma City Thunder,110,107,True
2024-01-28,San Antonio Spurs,Milwaukee Bucks,91,119,False
2024-01-28,Chicago Bulls,Miami Heat,135,128,True
2024-01-28,Brooklyn Nets,Sacramento Kings,123,124,False
2024-01-28,Philadelphia 76ers,Utah Jazz,106,103,True
2024-01-28,New York Knicks,Detroit Pistons,116,103,True
2024-01-29,New York Knicks,LA Clippers,115,136,False
2024-01-29,New Orleans Pelicans,Milwaukee Bucks,128,101,True
2024-01-29,Boston Celtics,Philadelphia 76ers,121,108,True
2024-01-29,Houston Rockets,Charlotte Hornets,112,98,True
2024-01-29,Washington Wizards,Golden State Warriors,98,114,False
2024-01-29,New Orleans Pelicans,Utah Jazz,115,92,True
2024-01-29,Cleveland Cavaliers,New Orleans Pelicans,122,120,True
2024-01-29,Boston Celtics,Memphis Grizzlies,110,106,True
2024-01-29,Denver Nuggets,Boston Celtics,116,115,True
2024-01-30,Cleveland Cavaliers,Detroit Pistons,121,114,True
2024-01-30,Dallas Mavericks,Golden State Warriors,127,104,True
2024-01-30,Minnesota Timberwolves,New Orleans Pelicans,111,92,True
2024-01-30,Brooklyn Nets,Chicago Bulls,113,102,True
2024-01-30,LA Clippers,Oklahoma City Thunder,123,114,True
2024-01-30,Charlotte Hornets,LA Clippers,89,118,False
2024-01-30,Washington Wizards,Oklahoma City Thunder,105,111,False
2024-01-30,Golden State Warriors,New York Knicks,111,110,True
2024-01-31,Washington Wizards,Phoenix Suns,107,111,False
2024-01-31,Miami Heat,Phoenix Suns,117,85,True
2024-01-31,Golden State Warriors,Boston Celtics,98,125,False
2024-01-31,Toronto Raptors,Minnesota Timberwolves,95,117,False
2024-01-31,Dallas Mavericks,Washington Wizards,113,100,True
2024-02-01,Boston Celtics,Memphis Grizzlies,129,101,True
2024-02-01,New Orleans Pelicans,Portland Trail Blazers,106,127,False
2024-02-01,Phoenix Suns,Orlando Magic,110,93,True
2024-02-01,Miami Heat,Portland Trail Blazers,111,101,True
2024-02-01,Boston Celtics,Minnesota Timberwolves,116,102,True
2024-02-01,Miami Heat,Dallas Mavericks,117,105,True
2024-02-01,Toronto Raptors,Utah Jazz,120,117,True
2024-02-01,Philadelphia 76ers,Dallas Mavericks,114,100,True
2024-02-01,Philadelphia 76ers,Toronto Raptors,121,118,True
2024-02-01,Portland Trail Blazers,Chicago Bulls,109,114,False
2024-02-02,Charlotte Hornets,Golden State Warriors,106,114,False
2024-02-02,New Orleans Pelicans,New York Knicks,121,109,True
2024-02-02,Indiana Pacers,Dallas Mavericks,112,107,True
2024-02-02,New York Knicks,Detroit Pistons,120,111,True
2024-02-02,Minnesota Timberwolves,Milwaukee Bucks,122,125,False
2024-02-02,Miami Heat,Utah Jazz,102,96,True
2024-02-02,Dallas Mavericks,Toronto Raptors,122,95,True
2024-02-02,Atlanta Hawks,LA Clippers,122,120,True
2024-02-02,Toronto Raptors,Charlotte Hornets,114,106,True
2024-02-02,Denver Nuggets,Indiana Pacers,125,117,True
2024-02-02,Atlanta Hawks,Philadelphia 76ers,121,127,False
2024-02-02,LA Lakers,Brooklyn Nets,113,98,True
2024-02-03,Houston Rockets,Portland Trail Blazers,114,102,True
2024-02-03,Washington Wizards,Miami Heat,110,124,False
2024-02-03,Boston Celtics,Utah Jazz,112,95,True
2024-02-03,Brooklyn Nets,Oklahoma City Thunder,118,108,True
2024-02-03,Oklahoma City Thunder,LA Clippers,113,116,False
2024-02-03,Sacramento Kings,Minnesota Timberwolves,115,101,True
2024-02-03,Charlotte Hornets,New York Knicks,120,125,False
2024-02-03,New York Knicks,Utah Jazz,112,106,True
2024-02-03,Oklahoma City Thunder,Memphis Grizzlies,119,114,True
2024-02-03,Philadelphia 76ers,Memphis Grizzlies,123,109,True
2024-02-04,Detroit Pistons,New York Knicks,130,121,True
2024-02-04,LA Lakers,Indiana Pacers,115,100,True
2024-02-04,Brooklyn Nets,Cleveland Cavaliers,103,120,False
2024-02-04,Atlanta Hawks,Houston Rockets,96,104,False
2024-02-04,Utah Jazz,New Orleans Pelicans,110,92,True
2024-02-04,Chicago Bulls,Denver Nuggets,116,124,False
2024-02-04,Miami Heat,Utah Jazz,105,107,False
2024-02-04,Charlotte Hornets,New Orleans Pelicans,112,106,True
2024-02-05,Chicago Bulls,Memphis Grizzlies,131,139,False
2024-02-05,Houston Rockets,Denver Nuggets,88,102,False
2024-02-05,New Orleans Pelicans,Brooklyn Nets,102,128,False
2024-02-05,Houston Rockets,Memphis Grizzlies,120,106,True
2024-02-05,Detroit Pistons,Miami Heat,94,130,False
2024-02-06,LA Clippers,Indiana Pacers,123,100,True
2024-02-06,Miami Heat,Cleveland Cavaliers,130,125,True
2024-02-06,Houston Rockets,Atlanta Hawks,93,120,False
2024-02-06,Portland Trail Blazers,New Orleans Pelicans,109,111,False
2024-02-06,Detroit Pistons,New York Knicks,110,112,False
2024-02-06,Orlando Magic,Indiana Pacers,110,92,True
2024-02-06,Atlanta Hawks,Charlotte Hornets,108,114,False
2024-02-07,Utah Jazz,New Orleans Pelicans,125,126,False
2024-02-07,LA Clippers,San Antonio Spurs,110,101,True
2024-02-07,New Orleans Pelicans,Boston Celtics,94,108,False
2024-02-07,Detroit Pistons,Philadelphia 76ers,93,120,False
2024-02-07,San Antonio Spurs,Oklahoma City Thunder,112,114,False
2024-02-07,New Orleans Pelicans,Oklahoma City Thunder,98,134,False
2024-02-07,Boston Celtics,Indiana Pacers,102,92,True
2024-02-08,Utah Jazz,LA Clippers,121,105,True
2024-02-08,Milwaukee Bucks,Phoenix Suns,134,95,True
2024-02-08,LA Lakers,Philadelphia 76ers,100,122,False
2024-02-08,LA Lakers,Philadelphia 76ers,115,113,True
2024-02-08,New York Knicks,New Orleans Pelicans,113,107,True
2024-02-08,San Antonio Spurs,LA Clippers,109,107,True
2024-02-08,Charlotte Hornets,Denver Nuggets,88,122,False
2024-02-08,Washington Wizards,Portland Trail Blazers,122,109,True
2024-02-08,Toronto Raptors,Denver Nuggets,108,122,False
2024-02-08,Golden State Warriors,Dallas Mavericks,102,141,False
2024-02-08,Memphis Grizzlies,Brooklyn Nets,123,101,True
2024-02-08,Golden State Warriors,New Orleans Pelicans,128,127,True
2024-02-08,Cleveland Cavaliers,Orlando Magic,106,104,True
2024-02-08,Sacramento Kings,Milwaukee Bucks,116,117,False
2024-02-09,Detroit Pistons,Indiana Pacers,114,94,True
2024-02-09,San Antonio Spurs,Minnesota Timberwolves,97,112,False
2024-02-09,Philadelphia 76ers,Denver Nuggets,136,128,True
2024-02-09,Cleveland Cavaliers,Houston Rockets,117,109,True
2024-02-09,Sacramento Kings,Philadelphia 76ers,116,125,False
2024-02-09,Boston Celtics,Miami Heat,126,117,True
2024-02-09,Brooklyn Nets,New Orleans Pelicans,105,131,False
2024-02-09,Atlanta Hawks,Sacramento Kings,118,110,True
2024-02-09,Brooklyn Nets,Orlando Magic,116,109,True
2024-02-09,Minnesota Timberwolves,Cleveland Cavaliers,131,129,True
2024-02-09,LA Clippers,Denver Nuggets,116,133,False
2024-02-09,Chicago Bulls,Minnesota Timberwolves,124,110,True
2024-02-10,New York Knicks,Detroit Pistons,120,102,True
2024-02-10,Portland Trail Blazers,Washington Wizards,106,115,False
2024-02-10,Cleveland Cavaliers,Philadelphia 76ers,105,108,False
2024-02-10,Phoenix Suns,Denver Nuggets,95,117,False
2024-02-10,Milwaukee Bucks,Memphis Grizzlies,137,95,True
2024-02-10,Memphis Grizzlies,Golden State Warriors,116,114,True
2024-02-10,Dallas Mavericks,Atlanta Hawks,118,109,True
2024-02-10,Washington Wizards,Cleveland Cavaliers,118,115,True
2024-02-10,Cleveland Cavaliers,Denver Nuggets,98,117,False
2024-02-11,Boston Celtics,Orlando Magic,118,104,True
2024-02-11,Toronto Raptors,Oklahoma City Thunder,99,115,False
2024-02-11,New York Knicks,Golden State Warriors,102,110,False
2024-02-11,Indiana Pacers,Toronto Raptors,112,87,True
2024-02-11,New Orleans Pelicans,New York Knicks,107,117,False
2024-02-11,Detroit Pistons,Golden State Warriors,108,116,False
2024-02-11,Portland Trail Blazers,Oklahoma City Thunder,91,107,False
2024-02-11,LA Lakers,Boston Celtics,110,108,True
2024-02-11,Atlanta Hawks,Memphis Grizzlies,104,103,True
2024-02-11,Sacramento Kings,Atlanta Hawks,115,95,True
2024-02-11,Houston Rockets,Golden State Warriors,110,105,True
2024-02-11,San Antonio Spurs,New York Knicks,126,113,True
2024-02-12,Sacramento Kings,LA Clippers,113,102,True
2024-02-12,New Orleans Pelicans,Detroit Pistons,123,104,True
2024-02-12,Sacramento Kings,Dallas Mavericks,94,143,False
2024-02-12,Brooklyn Nets,LA Clippers,111,96,True
2024-02-12,Boston Celtics,Detroit Pistons,99,98,True
2024-02-12,Boston Celtics,LA Lakers,115,111,True
2024-02-12,Milwaukee Bucks,New York Knicks,112,106,True
2024-02-12,Charlotte Hornets,Phoenix Suns,124,132,False
2024-02-12,LA Lakers,Golden State Warriors,121,97,True
2024-02-12,Oklahoma City Thunder,Atlanta Hawks,114,98,True
2024-02-12,Washington Wizards,Phoenix Suns,114,115,False
2024-02-12,Sacramento Kings,New Orleans Pelicans,111,106,True
2024-02-13,Philadelphia 76ers,Charlotte Hornets,98,125,False
2024-02-13,New Orleans Pelicans,Portland Trail Blazers,113,107,True
2024-02-13,Chicago Bulls,Cleveland Cavaliers,104,85,True
2024-02-13,LA Clippers,Phoenix Suns,119,100,True
2024-02-13,Oklahoma City Thunder,Washington Wizards,127,111,True
2024-02-13,Denver Nuggets,Toronto Raptors,114,97,True
2024-02-14,Golden State Warriors,Chicago Bulls,142,104,True
2024-02-14,Charlotte Hornets,Cleveland Cavaliers,104,113,False
2024-02-14,Minnesota Timberwolves,Toronto Raptors,107,102,True
2024-02-14,Denver Nuggets,Atlanta Hawks,102,96,True
2024-02-14,Oklahoma City Thunder,Orlando Magic,119,112,True
2024-02-14,Detroit Pistons,Philadelphia 76ers,121,124,False
2024-02-14,Portland Trail Blazers,Washington Wizards,121,122,False
2024-02-15,Denver Nuggets,Phoenix Suns,121,113,True
2024-02-15,Golden State Warriors,Phoenix Suns,107,130,False
2024-02-15,Detroit Pistons,Portland Trail Blazers,123,117,True
2024-02-15,Cleveland Cavaliers,Milwaukee Bucks,110,91,True
2024-02-15,Detroit Pistons,Cleveland Cavaliers,105,110,False
2024-02-15,Detroit Pistons,Orlando Magic,119,101,True
2024-02-15,Orlando Magic,Washington Wizards,124,117,True
2024-02-15,Washington Wizards,Charlotte Hornets,108,123,False
2024-02-16,Chicago Bulls,LA Lakers,126,124,True
2024-02-16,LA Lakers,Oklahoma City Thunder,109,111,False
2024-02-16,Denver Nuggets,Charlotte Hornets,122,103,True
2024-02-16,Brooklyn Nets,Sacramento Kings,117,119,False
2024-02-16,Oklahoma City Thunder,Dallas Mavericks,97,119,False
2024-02-16,New Orleans Pelicans,Phoenix Suns,88,112,False
2024-02-16,Indiana Pacers,Dallas Mavericks,115,105,True
2024-02-16,New Orleans Pelicans,Oklahoma City Thunder,127,98,True
2024-02-16,Phoenix Suns,LA Lakers,124,98,True
2024-02-16,San Antonio Spurs,New Orleans Pelicans,109,105,True
2024-02-16,Oklahoma City Thunder,Indiana Pacers,114,123,False
2024-02-16,Toronto Raptors,Utah Jazz,116,114,True
2024-02-16,Milwaukee Bucks,Washington Wizards,127,85,True
2024-02-17,Detroit Pistons,Chicago Bulls,102,92,True
2024-02-17,Toronto Raptors,Portland Trail Blazers,108,96,True
2024-02-17,LA Lakers,Phoenix Suns,119,124,False
2024-02-17,Atlanta Hawks,Denver Nuggets,106,114,False
2024-02-17,Philadelphia 76ers,Detroit Pistons,118,113,True
2024-02-17,Orlando Magic,Brooklyn Nets,114,103,True
2024-02-17,Golden State Warriors,Sacramento Kings,107,114,False
2024-02-17,Charlotte Hornets,New Orleans Pelicans,132,95,True
2024-02-17,Toronto Raptors,Oklahoma City Thunder,118,113,True
2024-02-18,Philadelphia 76ers,Orlando Magic,122,98,True
2024-02-18,Utah Jazz,Minnesota Timberwolves,90,115,False
2024-02-18,Portland Trail Blazers,Philadelphia 76ers,124,101,True
2024-02-18,Toronto Raptors,Oklahoma City Thunder,85,111,False
2024-02-18,Indiana Pacers,Atlanta Hawks,97,123,False
2024-02-18,Detroit Pistons,Atlanta Hawks,114,118,False
2024-02-18,Detroit Pistons,Orlando Magic,113,122,False
2024-02-18,LA Lakers,Atlanta Hawks,122,121,True
2024-02-18,Dallas Mavericks,Sacramento Kings,117,85,True
2024-02-18,Atlanta Hawks,Dallas Mavericks,85,112,False
2024-02-19,Utah Jazz,Golden State Warriors,91,108,False
2024-02-19,Philadelphia 76ers,Utah Jazz,100,85,True
2024-02-19,Chicago Bulls,Golden State Warriors,99,109,False
2024-02-19,Brooklyn Nets,Minnesota Timberwolves,113,124,False
2024-02-19,Chicago Bulls,Oklahoma City Thunder,115,101,True
2024-02-19,Golden State Warriors,Phoenix Suns,132,131,True
2024-02-19,Indiana Pacers,Minnesota Timberwolves,89,107,False
2024-02-19,San Antonio Spurs,Orlando Magic,100,122,False
2024-02-19,Golden State Warriors,Indiana Pacers,104,126,False
2024-02-19,San Antonio Spurs,Portland Trail Blazers,111,91,True
2024-02-19,Toronto Raptors,Dallas Mavericks,112,114,False
2024-02-19,Atlanta Hawks,Chicago Bulls,130,106,True
2024-02-19,Indiana Pacers,San Antonio Spurs,105,102,True
2024-02-19,Brooklyn Nets,Philadelphia 76ers,93,97,False
2024-02-20,Portland Trail Blazers,Minnesota Timberwolves,105,121,False
2024-02-20,Utah Jazz,Toronto Raptors,105,98,True
2024-02-20,Charlotte Hornets,Philadelphia 76ers,105,96,True
2024-02-20,LA Lakers,Toronto Raptors,123,118,True
2024-02-20,LA Lakers,San Antonio Spurs,122,90,True
2024-02-21,Washington Wizards,Minnesota Timberwolves,110,95,True
2024-02-21,Indiana Pacers,Charlotte Hornets,111,118,False
2024-02-21,Golden State Warriors,Brooklyn Nets,124,88,True
2024-02-21,LA Lakers,Phoenix Suns,114,103,True
2024-02-21,Charlotte Hornets,Dallas Mavericks,120,135,False
2024-02-21,Philadelphia 76ers,Toronto Raptors,95,85,True
2024-02-21,Brooklyn Nets,San Antonio Spurs,110,105,True
2024-02-21,San Antonio Spurs,Golden State Warriors,108,115,False
2024-02-21,Indiana Pacers,Dallas Mavericks,113,121,False
2024-02-21,Washington Wizards,Golden State Warriors,121,124,False
2024-02-21,Phoenix Suns,LA Lakers,117,116,True
2024-02-21,Toronto Raptors,San Antonio Spurs,119,109,True
2024-02-21,Washington Wizards,Oklahoma City Thunder,127,134,False
2024-02-21,Toronto Raptors,Sacramento Kings,99,113,False
2024-02-22,Oklahoma City Thunder,Dallas Mavericks,114,117,False
2024-02-22,Orlando Magic,Oklahoma City Thunder,85,127,False
2024-02-22,Orlando Magic,Indiana Pacers,101,87,True
2024-02-22,LA Lakers,Phoenix Suns,119,127,False
2024-02-22,Oklahoma City Thunder,Minnesota Timberwolves,107,106,True
2024-02-22,Charlotte Hornets,LA Lakers,101,116,False
2024-02-22,Orlando Magic,Indiana Pacers,107,109,False
2024-02-22,San Antonio Spurs,Dallas Mavericks,114,99,True
2024-02-22,Portland Trail Blazers,Orlando Magic,103,127,False
2024-02-22,LA Lakers,Minnesota Timberwolves,87,114,False
2024-02-22,Utah Jazz,Minnesota Timberwolves,113,121,False
2024-02-22,Golden State Warriors,Portland Trail Blazers,125,89,True
2024-02-22,Phoenix Suns,Washington Wizards,118,114,True
2024-02-22,Washington Wizards,Portland Trail Blazers,132,127,True
2024-02-23,Portland Trail Blazers,Oklahoma City Thunder,120,129,False
2024-02-23,Utah Jazz,Minnesota Timberwolves,95,105,False
2024-02-23,Utah Jazz,Dallas Mavericks,118,122,False
2024-02-23,Dallas Mavericks,Portland Trail Blazers,112,104,True
2024-02-23,Dallas Mavericks,Utah Jazz,110,92,True
